epoch,training_loss,test_accuracy
64,0.8350801935195923,0.3323170840740204
65,0.8068334511121114,0.3231707215309143
66,0.807209875424703,0.3018292784690857
67,0.7615795273780823,0.3140243887901306
68,0.7839726963043213,0.3109756112098694
69,0.7566145714124044,0.3231707215309143
70,0.7561544809341431,0.3201219439506531
71,0.760857211748759,0.3018292784690857
72,0.724590052763621,0.2896341383457184
73,0.7498662099838257,0.3353658616542816
74,0.711438660144806,0.3109756112098694
75,0.7002298011779785,0.30792683362960815
76,0.7011312147776286,0.32926830649375916
77,0.6723455912272135,0.3109756112098694
78,0.6570165866216023,0.3140243887901306
79,0.6460172489484152,0.30792683362960815
80,0.6289915957450867,0.29878050088882446
81,0.631523237546285,0.3018292784690857
82,0.5706684188842773,0.3231707215309143
83,0.6056858437856039,0.3018292784690857
84,0.5928286932309469,0.29878050088882446
85,0.5533232706387837,0.3140243887901306
86,0.5870383461316426,0.3048780560493469
87,0.5405062359174092,0.2926829159259796
88,0.5091501944859823,0.2926829159259796
89,0.4922912526130676,0.29878050088882446
90,0.4780459632873535,0.3048780560493469
91,0.4970226197242737,0.3048780560493469
92,0.5043345166842143,0.2896341383457184
93,0.48405295753479005,0.27743902802467346
94,0.45965852053960166,0.29878050088882446
95,0.5054468660354614,0.29878050088882446
96,0.5059361713727315,0.3048780560493469
97,0.44135723972320556,0.3109756112098694
98,0.4394067392349243,0.3231707215309143
99,0.42650370971361795,0.31707316637039185
100,0.4294910927613576,0.27743902802467346
101,0.39718268521626793,0.3140243887901306
102,0.4066423012415568,0.29573169350624084
103,0.40023566206296285,0.3109756112098694
104,0.42076098720232646,0.3140243887901306
105,0.36446216789881386,0.3109756112098694
106,0.3368085498015086,0.3201219439506531
107,0.32410616262753805,0.3018292784690857
108,0.3365034737586975,0.3231707215309143
109,0.3102620218594869,0.3201219439506531
110,0.31927253397305805,0.31707316637039185
111,0.3185415666103363,0.31707316637039185
112,0.3778863368034363,0.3109756112098694
113,0.34304501803716025,0.3323170840740204
114,0.2990779495239258,0.3414634168148041
115,0.2546892298857371,0.3231707215309143
116,0.2470534281730652,0.31707316637039185
117,0.2359908929268519,0.3201219439506531
118,0.23825400137901306,0.32621949911117554
119,0.21890221198399862,0.3201219439506531
120,0.19070758839448293,0.3201219439506531
121,0.18575546030203502,0.3201219439506531
122,0.17481066429615022,0.3140243887901306
123,0.17027348923683167,0.32926830649375916
124,0.1642200442949931,0.3109756112098694
125,0.16146866806348165,0.3323170840740204
126,0.1529005313316981,0.3231707215309143
127,0.17368576852480572,0.31707316637039185
128,0.16901138659318288,0.3231707215309143
129,0.15777100427945454,0.33841463923454285
130,0.1607400220632553,0.3231707215309143
131,0.1243227215607961,0.3231707215309143
132,0.11805454806486766,0.3323170840740204
133,0.10252188311020534,0.32621949911117554
134,0.09661802430947622,0.32926830649375916
135,0.09346291210254033,0.3414634168148041
136,0.09126613688468933,0.32621949911117554
137,0.08670351547002793,0.3323170840740204
138,0.08613627819220225,0.33841463923454285
139,0.08327115378777186,0.3231707215309143
140,0.08245138150453568,0.3353658616542816
141,0.08408305923144023,0.3231707215309143
142,0.09901599045594534,0.3323170840740204
143,0.09998340646425884,0.32621949911117554
144,0.10765910307566325,0.3353658616542816
145,0.16331089758872985,0.32621949911117554
146,0.28418593311309814,0.3201219439506531
147,0.3605556306044261,0.31707316637039185
148,0.3063810636202494,0.3048780560493469
149,0.44757453950246173,0.3231707215309143
150,0.3987469155788422,0.3109756112098694
151,0.23257836298147838,0.31707316637039185
152,0.17515267968177795,0.32926830649375916
153,0.16172524551550546,0.3109756112098694
154,0.10910273826122284,0.32926830649375916
155,0.08887204064925512,0.32926830649375916
156,0.07299858655532201,0.3445121943950653
157,0.06705363825956981,0.32621949911117554
158,0.0555863403181235,0.3323170840740204
159,0.0504246490697066,0.32926830649375916
160,0.04874842823545138,0.32926830649375916
161,0.0444773054420948,0.3353658616542816
162,0.04248979163169861,0.32621949911117554
163,0.04038545367618402,0.3323170840740204
164,0.038541468381881716,0.32621949911117554
165,0.037470382908980054,0.3353658616542816
166,0.03794347772995631,0.32926830649375916
167,0.037170712520678835,0.32926830649375916
168,0.034873363489905995,0.3231707215309143
169,0.03411877324680487,0.3353658616542816
170,0.03306771418452263,0.3231707215309143
171,0.03202998953064283,0.3353658616542816
172,0.028850175167123477,0.3323170840740204
173,0.030650779296954474,0.3353658616542816
174,0.031206909462809563,0.3353658616542816
175,0.03894548713167508,0.3353658616542816
176,0.03500028853615125,0.32926830649375916
177,0.03438499764104684,0.3353658616542816
178,0.03424215094248454,0.32926830649375916
179,0.032617887526750565,0.3323170840740204
180,0.029034376263618468,0.3231707215309143
181,0.031214673578739166,0.32926830649375916
182,0.026796294977267585,0.3323170840740204
183,0.02395994503299395,0.3323170840740204
184,0.022239215513070426,0.3323170840740204
185,0.021965192596117657,0.3353658616542816
186,0.02127488840619723,0.3323170840740204
187,0.020632257719834644,0.3231707215309143
188,0.018318264707922936,0.3353658616542816
189,0.019201393733421963,0.3353658616542816
190,0.01864958261946837,0.3323170840740204
191,0.017897116536895435,0.33841463923454285
192,0.017795758684476217,0.3353658616542816
193,0.01729085898399353,0.3323170840740204
194,0.017705299526453017,0.32926830649375916
195,0.016217106421788533,0.3353658616542816
196,0.017302852876484393,0.33841463923454285
197,0.01639806730300188,0.3323170840740204
198,0.015486538420120875,0.3353658616542816
199,0.01631888493647178,0.3353658616542816
200,0.01658637704203526,0.32926830649375916
201,0.014554169950385889,0.3323170840740204
202,0.013924722410738468,0.33841463923454285
203,0.014176130669812362,0.3323170840740204
204,0.01352654758344094,0.32621949911117554
205,0.014261406858762106,0.3323170840740204
206,0.01283998443186283,0.33841463923454285
207,0.01215999094893535,0.32926830649375916
208,0.011990944924453894,0.3445121943950653
209,0.012124576600889364,0.32621949911117554
210,0.01260031740864118,0.33841463923454285
211,0.012034907716015975,0.32621949911117554
212,0.013805152006447316,0.32926830649375916
213,0.013469453210632006,0.32926830649375916
214,0.012986251545449098,0.33841463923454285
215,0.011539731867611409,0.32926830649375916
216,0.011051319087545078,0.33841463923454285
217,0.010522529720018308,0.32926830649375916
218,0.010717600728074709,0.33841463923454285
219,0.010014840352038543,0.3323170840740204
220,0.009698693111538887,0.32926830649375916
221,0.009597316636393467,0.3323170840740204
222,0.01005081057548523,0.3445121943950653
223,0.010093952938914299,0.3323170840740204
224,0.011643882429848115,0.32621949911117554
225,0.026950301254789033,0.32621949911117554
226,0.03125847439964612,0.3353658616542816
227,0.09564872562885285,0.30792683362960815
228,0.36404040702184043,0.3140243887901306
229,0.7513233199119568,0.34756097197532654
230,0.8542245976130167,0.2926829159259796
231,0.6338729417324066,0.3231707215309143
232,0.446459468126297,0.29573169350624084
233,0.3404357498486837,0.3109756112098694
234,0.25312742803494137,0.3140243887901306
235,0.1747297128836314,0.29878050088882446
236,0.17236505911747615,0.3048780560493469
237,0.09776203741629919,0.2926829159259796
238,0.06429909759759903,0.30792683362960815
239,0.04305732441941897,0.3018292784690857
240,0.03152915216485659,0.31707316637039185
241,0.025486777991056444,0.3109756112098694
242,0.022660486117005347,0.3140243887901306
243,0.020964678625265756,0.29878050088882446
244,0.020399293452501296,0.30792683362960815
245,0.02104710090657075,0.3140243887901306
246,0.019603489051262538,0.31707316637039185
247,0.01674014341831207,0.3018292784690857
248,0.015071361710627874,0.3109756112098694
249,0.013863469779491424,0.3109756112098694
250,0.014373067242403826,0.3048780560493469
251,0.012487073615193366,0.3109756112098694
252,0.01238203801214695,0.3109756112098694
253,0.012058398594458898,0.3109756112098694
254,0.011891481479008993,0.30792683362960815
255,0.010627284300824007,0.3201219439506531
256,0.011254028983414172,0.31707316637039185
257,0.011029485359787941,0.3140243887901306
258,0.010510885667055846,0.31707316637039185
259,0.010654286166032156,0.31707316637039185
260,0.010296010494232177,0.3109756112098694
261,0.00998446453983585,0.31707316637039185
262,0.009664846851179998,0.30792683362960815
263,0.009729311088720957,0.30792683362960815
264,0.008965794035543997,0.3140243887901306
265,0.009584510184824467,0.3140243887901306
266,0.012441921055316925,0.31707316637039185
267,0.008905289484808843,0.3048780560493469
268,0.009723017092794179,0.3140243887901306
269,0.007754006901135048,0.3048780560493469
270,0.00909626238544782,0.31707316637039185
271,0.008294339386125405,0.3109756112098694
272,0.008180275430281957,0.30792683362960815
273,0.007624901284774144,0.3140243887901306
274,0.007324054439862569,0.3140243887901306
275,0.007402368819961945,0.31707316637039185
276,0.007558951462308566,0.3140243887901306
277,0.007568897778789202,0.3231707215309143
278,0.009911974406490724,0.3109756112098694
279,0.007834804402043422,0.30792683362960815
280,0.00885520248611768,0.31707316637039185
281,0.007034853545327981,0.30792683362960815
282,0.006660113360732794,0.31707316637039185
283,0.008954589386781057,0.3048780560493469
284,0.008482070693125328,0.3201219439506531
285,0.00780863481387496,0.30792683362960815
286,0.006433952750017246,0.30792683362960815
287,0.006674674602846304,0.3048780560493469
288,0.0073368818238377575,0.3109756112098694
289,0.006032295046995083,0.30792683362960815
290,0.006743352490166823,0.31707316637039185
291,0.007653700488309065,0.3140243887901306
292,0.005912530376265446,0.30792683362960815
293,0.007155204882224401,0.31707316637039185
294,0.006060490184774002,0.3140243887901306
295,0.005810771866391102,0.30792683362960815
296,0.0061316619565089546,0.3140243887901306
297,0.007956795984258254,0.3140243887901306
298,0.006278285754223664,0.3109756112098694
299,0.006329277362674475,0.30792683362960815
300,0.006753277514129877,0.3140243887901306
